J_OWS_mA_cm2,status,calculation_origin,mean_V_bb_0_V,Delta_V_bb_0_V,architecture,state,faradaic_active,V_cat_HER_V_vs_RHE,V_cat_OER_V_vs_RHE,E_cat_HER_eV,E_cat_OER_eV,Delta_V_cat_V,Delta_E_cat_eV,eta_HER_V,eta_OER_V,J_sem_mA_cm2,J_gen_mA_cm2,J_contact_mA_cm2,signed_opposite_carrier_term_mA_cm2,J_SRH_mA_cm2,E_CB_s_HER_eV,E_CB_s_OER_eV,E_CB_bulk_eV,V_bb_HER_V,V_bb_OER_V,Delta_E_CB_surface_eV,Phi_B_HER_eV,Phi_B_OER_eV,Delta_E_F_center_eV,j_HER_anodic_mA_cm2,j_OER_anodic_mA_cm2,catalyst_balance_HER_A_m2,catalyst_balance_OER_A_m2,integrated_current_balance_A_m2,BVP_rms_max,adaptive_mesh_nodes,initialization,utilization_percent
0.9564371347853273,ok,recomputed_BVP,0.85,0.2,AA,finite_current,True,-0.2980665985708619,1.5882262571903998,0.2980665985708619,-1.5882262571903998,1.8862928557612617,1.8862928557612617,-0.2980665985708619,0.3592262571903997,0.9564371347853273,1.8609145914407157,0.9014827066336334,0.9014827066336334,0.0029947504595260275,0.8552120108495785,1.0552120108495786,0.5633543106523614,0.29185770019721713,0.4918577001972172,0.20000000000000007,0.5571454122787167,2.6434382680399784,2.705974963007608,-0.9564371347872678,0.9564371347853265,-1.9404922113608336e-11,-7.105427357601002e-15,-4.377709392905382e-09,2.9979804990269205e-07,1624.0,fresh_parameter_continuation,51.39607906695255
0.9690910191835002,ok,recomputed_BVP,0.85,0.3,AA,finite_current,True,-0.2986373993927369,1.5884545827548,0.2986373993927369,-1.5884545827548,1.887091982147537,1.887091982147537,-0.2986373993927369,0.3594545827547999,0.9690910191835002,1.8609145914407157,0.8889672079967026,0.8889672079967026,0.002856364718780646,0.8052120108495785,1.1052120108495787,0.513676303758564,0.2915357070910145,0.5915357070910147,0.30000000000000016,0.5065746114568416,2.6936665936043784,2.705105589286022,-0.9690910191835259,0.9690910191836963,-2.575717417130363e-13,1.9610979506978765e-12,-4.582676346037706e-09,2.9807177990712577e-07,1638.0,fresh_parameter_continuation,52.076061074529605
0.0,analytic_symmetry,symmetry_assignment_no_BVP,0.925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7043874434836299,ok,recomputed_BVP,0.925,0.05,AA,finite_current,True,-0.2847824811396662,1.5829124642226227,0.2847824811396662,-1.5829124642226227,1.8676949453622889,1.8676949453622889,-0.2847824811396662,0.35391246422262257,0.7043874434836299,1.8609145914407157,1.1532934931302532,1.1532934931302532,0.0032336547191388573,1.0052120108495786,1.0552120108495786,0.7098790135040938,0.2953329973454848,0.34533299734548484,0.050000000000000044,0.7204295297099124,2.6381244750722015,2.707347270043747,-0.7043874434836226,0.7043874434836136,7.283063041541027e-14,-1.6342482922482304e-13,1.0769389754972103e-09,2.9885191796392717e-07,1598.0,fresh_parameter_continuation,37.851680390033096
0.9067939177335541,ok,recomputed_BVP,0.925,0.1,AA,finite_current,True,-0.2957518704949887,1.5873003439383906,0.2957518704949887,-1.5873003439383906,1.8830522144333792,1.8830522144333792,-0.2957518704949887,0.3583003439383905,0.9067939177335541,1.8609145914407157,0.9509670128017449,0.9509670128017449,0.003153661194566666,0.9802120108495785,1.080212010849579,0.6877931487006608,0.29241886214891777,0.3924188621489182,0.10000000000000042,0.6844601403545898,2.6675123547879696,2.706904968102547,-0.9067939177335527,0.9067939177335635,1.4210854715202004e-14,9.414691248821327e-14,-2.8914986655026453e-09,2.9945765600490557e-07,1608.0,fresh_parameter_continuation,48.72840064258491
0.9453855415407645,ok,recomputed_BVP,0.925,0.15,AA,finite_current,True,-0.2975618629308485,1.5880243582416258,0.2975618629308485,-1.5880243582416258,1.8855862211724743,1.8855862211724743,-0.2975618629308485,0.3590243582416257,0.9453855415407645,1.8609145914407157,0.9124574254594975,0.9124574254594975,0.003071624852798249,0.9552120108495786,1.1052120108495787,0.6632394644359723,0.29197254641360637,0.4419725464136064,0.15000000000000002,0.6576501479187301,2.6932363690912045,2.7064336362282244,-0.9453855415407644,0.9453855415407657,1.7763568394002505e-15,1.2434497875801753e-14,-4.123445026399386e-09,2.9891780125305135e-07,1617.0,fresh_parameter_continuation,50.8021994071662
0.9564367383197881,ok,recomputed_BVP,0.925,0.2,AA,finite_current,True,-0.2980665805687529,1.58822624998939,0.2980665805687529,-1.58822624998939,1.8862928305581428,1.8862928305581428,-0.2980665805687529,0.3592262499893899,0.9564367383197881,1.8609145914407157,0.901483265769523,0.901483265769523,0.002994587787512419,0.9302120108495786,1.1302120108495788,0.6383064316505506,0.29190557919902804,0.4919055791990282,0.20000000000000018,0.6321454302808257,2.718438260838969,2.705973999500148,-0.9564367383217279,0.9564367383197933,-1.9397816686250735e-11,5.1514348342607263e-14,-4.361077651782175e-09,2.983175364408708e-07,1626.0,fresh_parameter_continuation,51.39605776207693
0.969074193957457,ok,recomputed_BVP,0.925,0.3,AA,finite_current,True,-0.2986366453871957,1.5884542811457172,0.2986366453871957,-1.5884542811457172,1.8870909265329128,1.8870909265329128,-0.2986366453871957,0.3594542811457171,0.969074193957457,1.8609145914407157,0.888985127414197,0.888985127414197,0.0028552705155940206,0.8802120108495786,1.1802120108495786,0.5883357579650023,0.2918762528845763,0.5918762528845763,0.30000000000000004,0.5815753654623829,2.768666291995296,2.705098923313048,-0.9690741939572975,0.9690741939574783,1.595168441781425e-12,2.1316282072803006e-13,-4.465322323704557e-09,2.982633989153582e-07,1638.0,fresh_parameter_continuation,52.07515693706297
0.0,analytic_symmetry,symmetry_assignment_no_BVP,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7043880438525247,ok,recomputed_BVP,1.0,0.05,AA,finite_current,True,-0.2847825181545707,1.5829124790290645,0.2847825181545707,-1.5829124790290645,1.8676949971836352,1.8676949971836352,-0.2847825181545707,0.3539124790290644,0.7043880438525247,1.8609145914407157,1.1532927261903154,1.1532927261903154,0.003233821261429693,1.0802120108495785,1.1302120108495786,0.7848789279088821,0.2953330829406964,0.3453330829406964,0.050000000000000044,0.7954294926950078,2.713124489878643,2.707347268595332,-0.704388043852531,0.704388043852523,-6.128431095930864e-14,-1.7763568394002505e-14,1.3644588722772077e-09,2.9885212615820806e-07,1600.0,fresh_parameter_continuation,37.851712652066915
