L_um,J_OWS_mA_cm2,contact_separation_V,Jgen_mA_cm2,counterflow_mA_cm2,SRH_mA_cm2
0.01,0.0287942573273698,1.6733851352634557,0.029292528624205,0.0004982644144635,6.882371227764902e-09
0.0999999999999999,0.2137487594490136,1.7951915176984292,0.2801513648982355,0.0663991950655805,3.410383655907031e-06
0.3406460345289805,0.4509176213479199,1.840575748738257,0.8498793928215715,0.398916081587277,4.568991067392957e-05
1.0,0.9453855415407644,1.8855862211726475,1.860914591440716,0.9124574254594976,0.0030716248527982
3.981071705534973,1.3851291073381664,1.9088092855024408,2.888973365650529,1.3838997122995225,0.1199445553641996
10.0,1.1421629305933236,1.8970827222642728,2.943789883210651,1.1484920762215174,0.6531349299046552
