x_um,U_CB_V_vs_RHE,U_VB_V_vs_RHE,U_Fn_V_vs_RHE,U_Fp_V_vs_RHE,n_cm3,p_cm3,Jn_mA_cm2,Jp_mA_cm2,Jtotal_mA_cm2
0.5611111111111111,-0.04676397669870214,3.153236023301298,0.058447116151314565,2.765423250351258,1.0000357307827245e+18,35960975503627.08,-0.1629273717633816,0.11293003044841543,-0.04999734131496616
0.5616666666666666,-0.046763977110052035,3.1532360228899483,0.05844711616264893,2.765412309155065,1.0000357143305277e+18,35945665342067.94,-0.16395801311876115,0.11396067180379502,-0.04999734131496614
0.5622222222222222,-0.046763977525708655,3.1532360224742915,0.05844711617405472,2.76540126383411,1.0000356977079204e+18,35930216089432.39,-0.16498865584298714,0.11499131452802099,-0.04999734131496616
0.5627777777777778,-0.04676397794569376,3.1532360220543065,0.058447116185532014,2.7653901142559785,1.0000356809140521e+18,35914627745623.22,-0.16601929994843942,0.11602195863347328,-0.04999734131496614
0.5633333333333334,-0.04676397837002977,3.1532360216299704,0.05844711619708086,2.76537886028676,1.000035663948048e+18,35898900310390.1,-0.16704994544749724,0.11705260413253109,-0.04999734131496616
0.5638888888888888,-0.046763978798739836,3.1532360212012605,0.05844711620870108,2.76536750179125,1.0000356468090138e+18,35883033783612.53,-0.1680805923525404,0.11808325103757425,-0.04999734131496614
0.5644444444444443,-0.04676397923184761,3.1532360207681527,0.05844711622039282,2.7653560386328353,1.0000356294960239e+18,35867028165154.36,-0.1691112406759486,0.11911389936098245,-0.04999734131496616
0.5649999999999998,-0.0467639796693774,3.1532360203306227,0.05844711623215605,2.765344470673425,1.0000356120081325e+18,35850883454770.44,-0.17014189043010158,0.12014454911513546,-0.04999734131496614
0.5655555555555555,-0.04676398011135424,3.153236019888646,0.05844711624399075,2.7653327977736306,1.000035594344367e+18,35834599652366.125,-0.17117254162737924,0.1211752003124131,-0.04999734131496614
0.5661111111111111,-0.0467639805578039,3.1532360194421964,0.05844711625589687,2.765321019792587,1.0000355765037261e+18,35818176757759.51,-0.1722031942801609,0.12220585296519475,-0.04999734131496614
0.5666666666666667,-0.04676398100875262,3.1532360189912474,0.05844711626787451,2.765309136587981,1.0000355584851835e+18,35801614770726.08,-0.17323384840082642,0.12323650708586029,-0.04999734131496614
0.5672222222222222,-0.046763981464227666,3.1532360185357726,0.058447116279923564,2.765297148016179,1.0000355402876826e+18,35784913691183.98,-0.1742645040017556,0.12426716268678947,-0.04999734131496614
0.5677777777777778,-0.04676398192425679,3.1532360180757433,0.05844711629204412,2.765285053932013,1.0000355219101404e+18,35768073518908.73,-0.17529516109532853,0.1252978197803624,-0.04999734131496614
0.5683333333333334,-0.04676398238886864,3.1532360176111314,0.05844711630423617,2.7652728541889027,1.0000355033514418e+18,35751094253706.77,-0.17632581969392444,0.1263284783789583,-0.04999734131496614
0.5688888888888889,-0.04676398285809269,3.1532360171419076,0.058447116316499625,2.765260548638902,1.000035484610443e+18,35733975895491.555,-0.17735647980992336,0.12735913849495722,-0.04999734131496614
0.5694444444444444,-0.04676398333195897,3.1532360166680413,0.0584471163288347,2.7652481371324944,1.0000354656859668e+18,35716718444008.55,-0.17838714145570525,0.12838980014073909,-0.04999734131496616
0.57,-0.04676398381049873,3.1532360161895014,0.05844711634124117,2.765235619518779,1.0000354465768056e+18,35699321899100.24,-0.17941780464364976,0.12942046332868362,-0.04999734131496614
0.5705555555555556,-0.04676398429374373,3.1532360157062564,0.05844711635371909,2.765222995645428,1.0000354272817212e+18,35681786260654.914,-0.18044846938613707,0.13045112807117093,-0.04999734131496614
0.5711111111111111,-0.046763984781726775,3.1532360152182735,0.05844711636626854,2.765210265358534,1.0000354077994336e+18,35664111528408.27,-0.1814791356955466,0.13148179438058047,-0.04999734131496614
0.5716666666666667,-0.046763985274481557,3.1532360147255187,0.058447116378889385,2.765197428502818,1.0000353881286362e+18,35646297702235.99,-0.18250980358425847,0.13251246226929234,-0.04999734131496614
0.5722222222222222,-0.04676398577204249,3.1532360142279576,0.05844711639158176,2.7651844849215004,1.0000353682679844e+18,35628344781987.3,-0.18354047306465257,0.13354313174968643,-0.04999734131496614
0.5727777777777778,-0.04676398627444528,3.153236013725555,0.05844711640434558,2.7651714344562386,1.0000353482160924e+18,35610252767406.445,-0.18457114414910905,0.13457380283414289,-0.04999734131496616
0.5733333333333334,-0.04676398678172633,3.1532360132182737,0.05844711641718087,2.765158276947309,1.0000353279715419e+18,35592021658394.28,-0.18560181685000743,0.13560447553504126,-0.04999734131496616
0.5738888888888888,-0.04676398729392306,3.1532360127060772,0.05844711643008767,2.7651450122334182,1.0000353075328746e+18,35573651454756.0,-0.18663249117972783,0.1366351498647617,-0.04999734131496614
0.5744444444444443,-0.04676398781107405,3.153236012188926,0.05844711644306598,2.765131640151737,1.0000352868985892e+18,35555142156258.16,-0.18766316715065026,0.13766582583568412,-0.04999734131496614
0.5749999999999998,-0.046763988333218875,3.1532360116667815,0.05844711645611571,2.7651181605380275,1.0000352660671482e+18,35536493762814.52,-0.18869384477515475,0.13869650346018858,-0.04999734131496616
0.5755555555555555,-0.046763988860398176,3.153236011139602,0.05844711646923691,2.7651045732264223,1.0000352450369692e+18,35517706274189.91,-0.18972452406562143,0.13972718275065527,-0.04999734131496616
0.5761111111111111,-0.04676398939265369,3.1532360106073467,0.05844711648242959,2.7650908780495502,1.0000352238064253e+18,35498779690182.57,-0.19075520503443,0.14075786371946383,-0.04999734131496616
0.5766666666666667,-0.04676398993002828,3.153236010069972,0.05844711649569373,2.7650770748385836,1.000035202373851e+18,35479714010702.99,-0.19178588769396065,0.14178854637899446,-0.04999734131496618
0.5772222222222222,-0.04676399047256602,3.153236009527434,0.05844711650902942,2.765063163423026,1.000035180737526e+18,35460509235487.61,-0.19281657205659347,0.14281923074162733,-0.04999734131496614
0.5777777777777777,-0.04676399102031231,3.153236008979688,0.05844711652243649,2.765049143630902,1.0000351588956901e+18,35441165364371.08,-0.1938472581347085,0.14384991681974238,-0.049997341314966116
0.5783333333333334,-0.04676399157331346,3.1532360084266866,0.0584471165359151,2.765035015288716,1.0000351368465353e+18,35421682397241.69,-0.1948779459406861,0.14488060462571994,-0.04999734131496616
